"full_taxon_name"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"taxon_annotation"
"OTU_97.8082"	"Bacteria|Firmicutes|Clostridia|Clostridiales|NA|NA"	"2"	"1239"	"186801"	"186802"	NA	NA	NA
"OTU_97.8086"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.8089"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8090"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8091"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8093"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8097"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.81"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.8105"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcus"	"2"	"1239"	"186801"	"186802"	"186804"	"1257"	"anaerobic"
"OTU_97.8107"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8108"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8111"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8114"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium"	"2"	"1239"	"186801"	"186802"	"543314"	"86331"	"anaerobic"
"OTU_97.8117"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.8119"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|NA"	"2"	"976"	"200643"	"171549"	"171551"	NA	NA
"OTU_97.8120"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8128"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.8129"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.813"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.8137"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.814"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.8142"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8144"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8146"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA"	"2"	"976"	"200643"	"171549"	NA	NA	NA
"OTU_97.8147"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8152"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Selenomonas"	"2"	"1239"	"909932"	"909929"	"1843491"	"970"	"anaerobic"
"OTU_97.8156"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8158"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.816"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8164"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.8165"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8168"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8169"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.817"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.8171"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8173"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8174"	"Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas"	"2"	"1224"	"28211"	"204457"	"41297"	"13687"	"aerobic"
"OTU_97.8175"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.8179"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.818"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.8181"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.8191"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8194"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8195"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8196"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.8199"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.82"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Moryella"	"2"	"1239"	"186801"	"186802"	"186803"	"437755"	NA
"OTU_97.8200"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8201"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8202"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.8205"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.8206"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8207"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.8209"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.821"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.8212"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.8214"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8215"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8217"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8218"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.822"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eubacterium"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA
"OTU_97.8220"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8221"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.8222"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8225"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8237"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.8239"	"Bacteria|Actinobacteria|Actinobacteria|Coriobacteriales|Coriobacteriaceae|Atopobium"	"2"	"201174"	"84998"	"84999"	"1643824"	"1380"	"facultative_anaerobic"
"OTU_97.824"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8242"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|NA"	"2"	"976"	"200643"	"171549"	"171551"	NA	NA
"OTU_97.8245"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.8247"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8249"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia"	"2"	"1239"	"186801"	"186802"	"186803"	"841"	"anaerobic"
"OTU_97.8251"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.8253"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.8256"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.8259"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Selenomonas"	"2"	"1239"	"909932"	"909929"	"1843491"	"970"	"anaerobic"
"OTU_97.8262"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.8265"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8266"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8269"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8272"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8273"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.8275"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8277"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.8278"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.828"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.8281"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8284"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|NA|NA"	"2"	"201174"	"1760"	"2037"	NA	NA	NA
"OTU_97.8287"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8288"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.829"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.8291"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.8292"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8293"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8299"	"Bacteria|Proteobacteria|Alphaproteobacteria|NA|NA|NA"	"2"	"1224"	"28211"	NA	NA	NA	NA
"OTU_97.83"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Moryella"	"2"	"1239"	"186801"	"186802"	"186803"	"437755"	NA
"OTU_97.830"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.8300"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides"	"2"	"976"	"200643"	"171549"	"815"	"816"	"anaerobic"
"OTU_97.8301"	"Bacteria|GN02|VC12-cl04|NA|NA|NA"	"2"	NA	NA	NA	NA	NA	NA
"OTU_97.831"	"Bacteria|Tenericutes|Mollicutes|RF39|NA|NA"	"2"	"544448"	"31969"	NA	NA	NA	NA
"OTU_97.8310"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8313"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.8314"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8318"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8319"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.832"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.8330"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Propionibacteriaceae|Propionibacterium"	"2"	"201174"	"1760"	"85009"	"31957"	"1743"	"anaerobic"
"OTU_97.8331"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8333"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8334"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia"	"2"	"1239"	"91061"	"186826"	"186827"	"46123"	"facultative_anaerobic"
"OTU_97.8336"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.8337"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8338"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.8340"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8341"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8342"	"Bacteria|Firmicutes|Clostridia|Clostridiales|NA|NA"	"2"	"1239"	"186801"	"186802"	NA	NA	NA
"OTU_97.8347"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.835"	"Bacteria|Cyanobacteria|Chloroplast|Streptophyta|NA|NA"	"2759"	"35493"	NA	NA	NA	NA	NA
"OTU_97.8351"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.8354"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8358"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.8359"	"Bacteria|Firmicutes|Clostridia|Clostridiales|NA|NA"	"2"	"1239"	"186801"	"186802"	NA	NA	NA
"OTU_97.836"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XI. Incertae Sedis|NA"	"2"	"1239"	"1737404"	NA	NA	NA	NA
"OTU_97.8361"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.8362"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.8365"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.8367"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8368"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.837"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8371"	"Bacteria|Actinobacteria|Actinobacteria|Coriobacteriales|Coriobacteriaceae|Atopobium"	"2"	"201174"	"84998"	"84999"	"1643824"	"1380"	"facultative_anaerobic"
"OTU_97.8378"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8381"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8387"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Rothia"	"2"	"201174"	"1760"	"85006"	"1268"	"32207"	"facultative_anaerobic"
"OTU_97.8388"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.839"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Arthrobacter"	"2"	"201174"	"1760"	"85006"	"1268"	"1663"	NA
"OTU_97.8394"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.8397"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Propionibacteriaceae|Propionibacterium"	"2"	"201174"	"1760"	"85009"	"31957"	"1743"	"anaerobic"
"OTU_97.8398"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.84"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.8400"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.8401"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8402"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.8405"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.8406"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|NA"	"2"	"1239"	"186801"	"186802"	"216572"	NA	NA
"OTU_97.8408"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.841"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas"	"2"	"1224"	"28216"	"80840"	"80864"	"283"	"aerobic"
"OTU_97.8416"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
